brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination,crawl_date
Vietravel Airlines,1.481.000 VND/khách,05:45,23 thg 4,07:55,23 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",11-04-2025
VietJet Air,1.583.000 VND/khách,05:00,23 thg 4,07:10,23 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.583.000 VND/khách,06:00,23 thg 4,08:10,23 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.583.000 VND/khách,06:15,23 thg 4,08:25,23 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.583.000 VND/khách,07:10,23 thg 4,09:20,23 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.583.000 VND/khách,07:30,23 thg 4,09:40,23 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.583.000 VND/khách,08:10,23 thg 4,10:20,23 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.583.000 VND/khách,15:25,23 thg 4,17:35,23 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.583.000 VND/khách,16:05,23 thg 4,18:15,23 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.583.000 VND/khách,16:50,23 thg 4,19:00,23 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.583.000 VND/khách,17:20,23 thg 4,19:30,23 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.583.000 VND/khách,19:40,23 thg 4,21:50,23 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.583.000 VND/khách,21:00,23 thg 4,23:10,23 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.583.000 VND/khách,22:10,23 thg 4,00:20,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
