brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination,hand_luggage,checked_baggage,crawl_date
VietJet Air,1.722.683 VND/khách,21:10,25 thg 4,23:05,25 thg 4,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
VietJet Air,1.722.683 VND/khách,04:30,25 thg 4,06:30,25 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
VietJet Air,1.722.683 VND/khách,06:15,25 thg 4,08:15,25 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
VietJet Air,1.722.683 VND/khách,19:15,25 thg 4,21:15,25 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
Bamboo Airways,1.806.199 VND/khách,20:05,25 thg 4,22:10,25 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
VietJet Air,1.839.390 VND/khách,16:10,25 thg 4,18:10,25 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
Vietnam Airlines,2.000.997 VND/khách,16:25,25 thg 4,18:30,25 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg,17-04-2025
VietJet Air,2.014.950 VND/khách,11:35,25 thg 4,13:35,25 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
Vietnam Airlines,2.232.303 VND/khách,20:30,25 thg 4,22:30,25 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg,17-04-2025
Vietnam Airlines,2.686.311 VND/khách,07:45,25 thg 4,09:45,25 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg,17-04-2025
Vietnam Airlines,3.430.566 VND/khách,17:55,25 thg 4,19:55,25 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg,17-04-2025
VietJet Air,2.654.716 VND/khách,05:00,25 thg 4,06:20,25 thg 4,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
VietJet Air,2.737.735 VND/khách,06:50,25 thg 4,08:10,25 thg 4,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
"Vietnam Airlines, VietJet Air",2.880.448 VND/khách,05:45,25 thg 4,06:40,25 thg 4,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
VietJet Air,3.073.323 VND/khách,12:40,25 thg 4,13:40,25 thg 4,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
"Vietnam Airlines, VietJet Air",3.167.778 VND/khách,06:50,25 thg 4,08:05,25 thg 4,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg,17-04-2025
