brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,crawl_date
Bamboo Airways,1.918.503 VND/khách,07:10,07 thg 5,07 thg 5,09:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietravel Airlines,1.619.940 VND/khách,05:45,07 thg 5,07 thg 5,07:55,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
VietJet Air,1.761.585 VND/khách,14:05,07 thg 5,07 thg 5,16:10,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,05:00,07 thg 5,07 thg 5,07:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,06:00,07 thg 5,07 thg 5,08:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,06:15,07 thg 5,07 thg 5,08:25,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,07:10,07 thg 5,07 thg 5,09:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,07:30,07 thg 5,07 thg 5,09:40,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,08:10,07 thg 5,07 thg 5,10:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,09:40,07 thg 5,07 thg 5,11:50,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
